sentence,label
美国将推出北极新战略注重航行自由权,1
最高法院：加州法律侵犯反堕胎诊所自由权,-1
"言论自由权冲破败德禁忌美国最高法院判""FUCT""可注册为商标",1
最高检：侵犯公民人身自由权每日赔偿28474元,1
侵犯公民人身自由权日赔25889元,1
一位残障母亲的自白：生育自由权和孩子争夺战,-1
侵犯公民人身自由权每日赔偿34675元,1
最高检：侵犯公民人身自由权每日赔偿2423元,1
专家披露动物五大自由权未写入动物保护法幕后,-1
法律窗口：应对埃博拉，什么比公民自由权更紧要,0
FCC邀港独派陈浩天演讲，香港言论自由权面临考验,-1
最高检公布国家赔偿新标准：侵犯公民人身自由权日赔偿金增加,1
越南一向尊重和保障公民信仰宗教自由权,1
越南尊重和保障公民宗教信仰自由权和无宗教信仰自由权,1
美第七舰队司令：继续行使南海航行自由权,1
CNN起诉特朗普违反新闻自由权,-1
与中国宪法迁徙自由权相违背的盲流史,-1
把台湾带往民主自由朱立伦：我会坚持到底,1
驻多台北经文处国庆酒会守护民主自由,1
胡平：如何解读中国之崛起,0
肺炎映照两岸差异苏贞昌：让人更珍惜民主自由,1
陈明通：两岸关系出路只有民主自由,1
讽刺陆生成“正道”戳破台湾自以为的民主自由窗纸,-1
秦伟平：为捍卫民主自由立志从戎,1
纳吉：大马民主自由值得骄傲,1
圣地亚哥台湾同乡会庆新年感念台湾民主自由,1
喇嘛自焚是中共困扰议员：民主自由才是,-1
俄罗斯“暴动小猫”在香港力挺民主自由,1
蔡英文：守住主权台湾才有民主自由,1
港人超在意台湾大选：守住你们的民主自由,1
习近平：香港前所未有的民主、自由,1
台美再度高举民主自由大旗宣告加深合作,1
香港人获提名角逐诺贝尔和平奖：争取民主自由事关全球,1
马云：民主自由不是表达而是倾听,1
美专家：中国以隐蔽手段挑战民主自由,-1
认清西方民主自由的虚伪本质,-1
梁文道：网络时代民主自由很难达到,-1
「美国主街」宾夕法尼亚大道–象征民主自由,1
政局不稳定香港人移居台湾寻求民主自由,-1
VOA连线：六四当天奥巴马阐述民主自由人权,1
中共叫停直播美国大选恐传播民主自由,-1
复旦“修章”风波延续胡锡进强调民主自由,1
【网海拾贝】这不是恩惠，这是侮辱,0
戈壁东：民主国家需警惕中共特洛伊木马,-1
以“民主”“自由”干涉别国内政行不通,-1
国际人权日不忘中国民主自由,1
何以台湾以民主自由应对惠台三十一条,1
中美洲独立酒会蔡英文：共同捍卫民主自由,1
江启臣：中华民国代表民主自由制度与“对岸一中”不同,1
蔡英文新年讲话「守住台湾民主自由及主权」,1
韩国瑜：「民主自由不是洪水猛兽」,-1
蔡英文：坚持国土主权寸步不让民主自由坚守不退,1
台立法院国民党团：支持港民基于民主自由等发起的抗争行动,1
要闻解说哈维尔：“民主自由的英雄”,1
杜汶泽恭贺蔡英文总统就职赞扬民主自由,1
「他们拼命守住民主自由」澳媒推台湾观光,1
江启臣：两岸最大的距离非台湾海峡而是民主自由,-1
杰弗里戈德堡：原以为民主自由的美国不会上阴谋论的当，但我,-1
香港作家韩丽珠民主自由不是每个人要有同样的声音，是怎么去,0
中国驻英大使刘晓明：香港抗议与民主自由无关,-1
美国参议院声明谴责六四屠杀呼吁行动捍卫民主自由,1
民主自由“金身”褪色台湾驱逐陆媒背后的政治味,-1
2020关键一役蔡英文：港人羡慕台湾民主自由,1
中联办主任：港人享史上最广泛民主自由,1
华春莹：美国对自己国内的民主自由人权问题视而不见,-1
香港反送中受瞩目荷媒：中共敌视民主自由,-1
吐为快：香港！台湾！,0
孙德胜刑满出狱继续追求民主自由,1
蔡英文：2020年大选攸关台湾民主自由,1
佩洛西：港人对民主自由投响亮一票北京须尊重,1
蔡英文冀大陆走民主自由路,1
中国共产党与民主、自由、人权,0
民主自由不是和尚打伞民进党政府莫只向酬庸负责,-1
新元：香港何去何从谁之暴,-1
视导演习蔡英文：对民主自由坚持不退,1
美国的“民主、自由、人权”是征服世界的利器,1
蔡英文脸书表态：不会坐视民主、自由、人权在香港倒退,1
陈其迈：撑香港民主自由立场坚定不变,1
世界最长连侬墙落地南加传递民主自由,1
美国实行民主自由同样有个”度”,1
默克尔访土耳其挺民主自由允接收难民,1
柯文哲访美在即：民主自由是台湾核心价值,1
指海外华人享民主自由却不知廉耻外媒：竟支持北京去对付香港,-1
唐凤：台人坚守民主自由自然与美站同边,1
台美人团体谴责中国威胁台湾民主自由,-1
台部长李永得挺香港：民主自由定会战胜邪恶,1
赖清德：抗共守护台湾助中国民主自由,1
刘晓波纪念奖得主鲍彤：争取民主自由是初心,1
民主、自由、人权“别成为破坏国家安全的工具,-1
要闻解说廖天琪：19大之后，中国依然是一个缺乏宪政、民主自由和人权的国家,-1
台湾解除戒严30年有谁珍惜民主自由,1
颜丹：为何美国不禁枪,0
国民党挺港：保民主自由早日落实双普选,1
黄之锋吁挺港蔡英文：支持港人追求民主自由,1
读者来信：我的回忆,0
蔡英文：没有完整主权就没有民主自由,1
华春莹：难道美国人民不需要民主、自由和人权吗,-1
陆民挺台湾反红媒：民主自由大陆也需要,1
蔡英文：盼台湾享有的民主自由香港也可以有,1
美媒专访蔡英文聚焦中共侵蚀台湾民主自由,-1
因言获罪又一起湖北刘艳丽发布民主自由言论遭判囚4年,-1
香港纳粹让国人听到“民主自由”就想呕,-1
柏林围墙倒塌30周年默克尔强调捍卫民主自由,1
黄之锋、梁继平：香港人将继续争取民主自由,1
黄明志公开呼吁！“捍卫民主自由”,1
陈光诚:用实际行动争取民主自由社会,1
蔡英文胜选感言：珍惜民主自由台湾不屈服恫吓,1
大陆民众感佩港人争民主自由运动祈福香港,1
马英九坚持呼吁平反六四江启臣：支持民主自由人权立场不变,1
独行侠：国士无双与郭泉先生相知小记,0
获大赦泰国学运分子：热爱民主自由将继续参加学运,1
台湾朝野呼吁香港版国安法不应侵害民主自由,1
2019多伦多「台湾之夜」赞民主自由,1
蔡英文：“全世界信仰民主自由的人都和香港人在一起”,1
关心但不介入蔡英文：支持港人追求民主自由,1
“棱镜门”的震憾在于撕去了西方“民主自由”伪装,-1
联合国人权高专敦促危地马拉政府保障民主自由并维护国家机构,1
自由市场8大复工救火员：九指扣神居首最强175在列,0
罗思义：英美实现快速增长并非依靠自由市场,-1
小乔丹跳出合同试水自由市场将与小牛商谈新约,0
明夏自由市场10条大鱼：詹皇领衔香蕉船兄弟！,0
纽约大学教授：美国自由市场神话如何被戳破的是官商勾结,-1
中外学者研讨“东北亚的自由市场”,1
"疯了！疯了！自由市场开启4小时,成交已超20亿",1
海沃德：还未考虑是否跳出合同自由市场会很有趣,0
胡德铁扎乌布雷！火箭今夏自由市场12大目标,0
价格暴跌35%小龙虾自由，市场为啥跳水了,0
NBA自由市场再掀波澜考辛斯加盟勇士,0
今夏自由市场五大遗珠：林书豪是最佳控卫,0
NBA疯狂自由市场震惊NFL多名橄榄球员惊呼转行,0
曝自由市场推迟至10月选秀大会或在九月份举行,0
钱颖一：二十世纪的历史证明了自由市场的好处,1
库德洛：美国将以自由市场原则推动5G,1
二级票务进化史：自由市场的胜利,1
黑贝铁林阿里扎！湖人今夏自由市场10大目标,0
自由市场与计划体制下的中国动画艺术,0
自由市场最猛之人遭洛杉矶双雄哄抢！湖人领跑,0
曝NBA将会提前开放自由市场放在选秀大会之前,0
名记:如果字母哥未来试水自由市场猛龙将积极追求,0
法国电力的自由市场,0
下季工资帽1018亿奢侈税123亿自由市场已开启,0
肖华抨击球员权力过大将采取措施规范自由市场,-1
自由市场已死！桥水创始人达利欧称资本市场现在是央行驱动,-1
字母哥感叹自由市场太疯狂！小卡离开他很难过,0
詹皇:湖人深度实在不足得靠选秀+自由市场补强,0
巴特勒计划跳出合同试水自由市场留76或去湖人,0
盗3千吨枫糖浆加魁省「自由市场勇士」罪成,-1
罗斯：17年或试水自由市场届时想谋得高薪合同,0
御用名记：詹姆斯在今夏自由市场上只考虑2队,0
齐鲁晚报：“限塑令”该怎样“限”住自由市场,-1
是租还是买荷兰自由市场房屋租金上涨势头猛,1
自由市场10大遗珠:詹皇JR领衔火箭两人上榜,0
哈登对火箭表忠心：从来没考虑过自由市场的事,0
自由市场钓大鱼罗马要与诸强争夺波尔图队长,0
【香港地产】大围嘉田苑两房自由市场价400万易手,1
EVE经济系统浅析：弱调控下的自由市场经济,0
德银：已经没有自由市场这回事了,-1
自由市场这十个老将，再没人签真要退役了！,0
G20前的疑虑：中国离自由市场经济到底有多远,-1
刚达成协议就变卦!费雷尔回自由市场独行侠好伤,0
浐河西路“麓湾桥”成“自由市场”市民：人群聚集实在不妥,0
践踏自由市场美国选择利益至上,-1
自由市场最后2根独苗！这是书豪留NBA最后机会,0
自由市场剩下最大的鱼340万没人要!辟谣=实锤?,0
香港：积极不干预的自由市场,1
吴惠林：啥！韩国是地狱,0
海沃德加盟凯尔特人，骑士自由市场毫无收获，詹姆斯是罪魁祸首,0
德银：自由市场终结对外汇影响几何,-1
莫雷建议自由市场提前开启已向萧华质疑规则,0
自由市场开启骑士GM已与LBJ通电话去留仍有变数,0
2017自由市场明日中午开启你想知道的都在这了,0
10位亿美元先生NBA最疯狂自由市场,0
曝前快船老板曾拒见LBJ自由市场只招募过科比,0
JB正式解约！自由市场最大牌！有望联手小卡,0
科普：NBA自由市场即将开启，你需要知道的Q&A,0
整完丰田还整谁莫信美国是自由市场经济国家,-1
专家：自由市场经济暴露出巨大脆弱性,-1
汇总自由市场第十一日签约裁员及流言一览,0
"1图流自由市场开启4个小时,湖人全队成员如下",0
永远回不去的自由市场资本主义,-1
打破自由市场迷思港府思维需要创新,-1
任务完成兰德尔放弃球员选项，试水自由市场,0
疫情期自由市场是否应向统一监管让步,-1
自由市场你该知道的7件事:啥是顶薪啥是伯德权,0
一众大佬齐发声：美联储破坏了自由市场体系,-1
汇总自由市场第五日签约裁员及流言一览,0
当联邦广场化身自由市场,0
詹卡字母保罗！2021年自由市场将比今年更疯狂,0
曝KD开始考虑自由市场今夏最香饽饽就此开抢?,0
盘点2020自由市场大鱼！浓眉哥会离开湖人么,0
跳出合同投身自由市场杜兰特或离开勇士,0
格里芬跳出合同试水自由市场绿军火箭热火有意,0
曝独行侠将追求黄蜂老大沃克乃自由市场头号目标,0
任你自由市场无比疯狂林书豪仍良心价加盟篮网,0
